expression	gene	type
2.5238371709282	FADD	T
3.43641746052241	FADD	T
3.4740115442083	FADD	T
3.3034725994383	FADD	T
3.2537572670546	FADD	T
2.36120492471281	FADD	T
3.15793767760783	FADD	T
3.56454889160424	FADD	T
3.51999220473984	FADD	T
3.42079618480759	FADD	T
5.13360749965199	FADD	T
5.44909151434621	FADD	T
5.25041250238261	FADD	T
3.39343363682128	FADD	T
5.69017234184134	FADD	T
3.16673359903256	FADD	T
2.37206225443949	FADD	T
3.77840204439289	FADD	T
3.61454495525956	FADD	T
3.86141549278558	FADD	T
4.42177468380431	FADD	T
2.42460342428273	FADD	T
2.5447385898846	FADD	T
3.33252649348561	FADD	T
5.47421764305972	FADD	T
3.16892037568825	FADD	T
3.33915548977339	FADD	T
3.28878023414029	FADD	T
3.23844035721065	FADD	T
5.46587621427915	FADD	T
2.58779557474493	FADD	T
3.04585670768168	FADD	T
5.07013812251085	FADD	T
5.2733394583471	FADD	T
3.35066809732118	FADD	T
3.42540465212169	FADD	T
2.5566785699918	FADD	T
3.95353344918315	FADD	T
2.80934241058821	FADD	T
2.70920173296868	FADD	T
5.32268711345338	FADD	T
3.42533965709361	FADD	T
2.96537094526364	FADD	T
2.44860445477589	FADD	T
2.65978005338695	FADD	T
3.992473880672	FADD	T
2.91529582659388	FADD	T
3.2449738008379	FADD	T
2.87890225937794	FADD	T
2.97586456391863	FADD	T
2.58383122483445	FADD	T
3.26015636604164	FADD	T
2.47315827386354	FADD	T
2.90313200367078	FADD	T
4.73166116377168	FADD	T
3.63456190516918	FADD	T
2.93922074674559	FADD	T
2.49530066973029	FADD	T
4.71631272322123	FADD	T
5.16754579987732	FADD	T
3.1562919219408	FADD	T
3.64961086082488	FADD	T
2.96581383075397	FADD	T
2.69748360586851	FADD	T
3.53921217432477	FADD	T
5.7275082748789	FADD	T
3.39174174131483	FADD	T
3.68098140993211	FADD	T
2.81920567043144	FADD	T
5.52158253841706	FADD	T
3.04557629506516	FADD	T
3.17483127024675	FADD	T
3.00668472566252	FADD	T
2.92330380779114	FADD	T
2.82810103377349	FADD	T
3.14946554297916	FADD	T
3.28564856575098	FADD	T
6.09066842512324	FADD	T
5.28376105246044	FADD	T
5.88630187316498	FADD	T
2.72231322185912	FADD	T
3.24891974634273	FADD	T
3.40269325717709	FADD	T
2.53569118617701	FADD	T
3.45515648717899	FADD	T
4.97741685853032	FADD	T
2.82735627201449	FADD	T
4.96448319512921	FADD	T
3.0620567615311	FADD	T
4.13932950819071	FADD	T
4.97961245485518	FADD	T
3.34728962793488	FADD	T
2.64507331083637	FADD	T
5.42299922891216	FADD	T
3.80095372502716	FADD	T
3.04685945742155	FADD	T
2.53564963549494	FADD	T
2.8273816794997	FADD	T
2.93380092102426	FADD	T
6.10100392034109	FADD	T
3.34837180880542	FADD	T
5.38873061855923	FADD	T
3.24390270797337	FADD	T
3.89278152080937	FADD	T
5.22405802988025	FADD	T
2.21528191741342	FADD	T
6.13219473286647	FADD	T
3.38944057042351	FADD	T
2.53822376587718	FADD	T
3.23555475316657	FADD	T
2.71144644890362	FADD	T
3.05232928811263	FADD	T
2.44989358539747	FADD	T
3.10783129485883	FADD	T
2.57498332965971	FADD	T
5.43952773037559	FADD	T
2.83839696370411	FADD	T
3.52410631390877	FADD	T
3.01334737561498	FADD	T
3.337466483925	FADD	T
2.73334392713836	FADD	T
4.83017418043241	FADD	T
2.96311562520707	FADD	T
5.8380103306949	FADD	T
2.97040016463266	FADD	T
6.23193481416058	FADD	T
3.4739972622522	FADD	T
3.39800018970447	FADD	T
1.29627355299094	FADD	T
3.76173843823504	FADD	T
3.09750377030256	FADD	T
3.29730486106442	FADD	T
3.27410299335665	FADD	T
2.39949788535031	FADD	T
2.98502072732425	FADD	T
3.13468686487336	FADD	T
2.56206214477732	FADD	T
2.78807112943759	FADD	T
2.78175836688821	FADD	T
5.1459366279729	FADD	T
3.35854114312666	FADD	T
3.09968570603361	FADD	T
5.36843766448509	FADD	T
3.17699449081138	FADD	T
3.28031081573895	FADD	T
2.80395357491864	FADD	T
0.0409802588268274	CDKN2A	N
1.46960626423762	CDKN2A	N
1.58769094077904	CDKN2A	N
0.348868855275837	CDKN2A	N
1.44040955763478	CDKN2A	N
0.368146110296531	CDKN2A	N
0.823300180238747	CDKN2A	N
0.593346599321837	CDKN2A	N
1.37311139829876	CDKN2A	N
1.5136372816002	CDKN2A	N
1.80142978276818	CDKN2A	N
1.68103090181178	CDKN2A	N
0.689444541082976	CDKN2A	N
0.84916982160072	CDKN2A	N
1.76301801988034	CDKN2A	N
0.366466469542725	CDKN2A	N
0.54129061206183	CDKN2A	N
0.5606028600509	CDKN2A	N
1.1684783753709	CDKN2A	N
0.0812027694727841	CDKN2A	N
0.382741391256351	CDKN2A	N
0.935482378138242	CDKN2A	N
0.486516371749973	CDKN2A	N
1.00748831724712	CDKN2A	N
1.27260313744143	CDKN2A	N
1.52528764133913	CDKN2A	N
0.0661079324519081	CDKN2A	N
0.158280662711423	CDKN2A	N
1.24169560180657	CDKN2A	N
0.630065354248959	CDKN2A	N
1.47246853540062	CDKN2A	N
1.11993048444538	CDKN2A	N
1.36891358890825	CDKN2A	N
1.17584966984424	CDKN2A	N
0.449101434832907	CDKN2A	N
0.0335502033072021	CDKN2A	N
0.450728264059953	CDKN2A	N
2.14468238610588	CDKN2A	N
0.714408101609716	CDKN2A	N
1.03264254575413	CDKN2A	N
0.941821094436661	CDKN2A	N
0.63860900673748	CDKN2A	N
0.340418590523957	CDKN2A	N
1.17243054905332	CDKN2A	N
0.0692712457708104	CDKN2A	T
2.64906931574736	CDKN2A	T
0.100740286369476	CDKN2A	T
0.390263542292556	CDKN2A	T
0.214312343518446	CDKN2A	T
4.99174993825389	CDKN2A	T
3.77578592826941	CDKN2A	T
0.130963109418413	CDKN2A	T
3.83528441849325	CDKN2A	T
0.0882122776942443	CDKN2A	T
0.112171779463631	CDKN2A	T
0.572843016485487	CDKN2A	T
0.547319324244267	CDKN2A	T
4.29414283444202	CDKN2A	T
6.1588885570577	CDKN2A	T
1.71678681816377	CDKN2A	T
0.110117596768571	CDKN2A	T
1.80817990769759	CDKN2A	T
4.40626045827599	CDKN2A	T
5.67191465070191	CDKN2A	T
0.0546576883607521	CDKN2A	T
0.584755507223935	CDKN2A	T
0.124107994710017	CDKN2A	T
3.5501384938771	CDKN2A	T
0.0826306980043041	CDKN2A	T
0.417791498563253	CDKN2A	T
4.4567956377529	CDKN2A	T
3.64287828826456	CDKN2A	T
5.0836878049707	CDKN2A	T
0.208327718054145	CDKN2A	T
0.207141080389275	CDKN2A	T
3.46766032254989	CDKN2A	T
4.37915999670149	CDKN2A	T
6.4785628756636	CDKN2A	T
1.52211552532852	CDKN2A	T
4.79343762147977	CDKN2A	T
0.230972245611192	CDKN2A	T
2.30805472293812	CDKN2A	T
5.21038379879381	CDKN2A	T
6.24426373501589	CDKN2A	T
0.802216299877816	CDKN2A	T
5.87489481408454	CDKN2A	T
4.50996814233937	CDKN2A	T
5.01395260345098	CDKN2A	T
0.065843744328863	CDKN2A	T
3.39258615122559	CDKN2A	T
0.0937475656158143	CDKN2A	T
2.88341045679514	CDKN2A	T
0.108698593359532	CDKN2A	T
4.20207836229932	CDKN2A	T
5.26652833138609	CDKN2A	T
4.12839486787275	CDKN2A	T
4.60312661866378	CDKN2A	T
2.43078169948829	CDKN2A	T
2.08656707391922	CDKN2A	T
0.521829682435776	CDKN2A	T
4.81251978858584	CDKN2A	T
3.20321572417344	CDKN2A	T
0.298504654495137	CDKN2A	T
1.04877535146136	CDKN2A	T
0.609671763729216	CDKN2A	T
4.92382424563354	CDKN2A	T
4.95659198628929	CDKN2A	T
3.55201180117327	CDKN2A	T
5.22325726384034	CDKN2A	T
6.40495504978728	CDKN2A	T
0.661119856410283	CDKN2A	T
5.11347172652806	CDKN2A	T
4.18773370588127	CDKN2A	T
0.215937109366214	CDKN2A	T
0.19360447567866	CDKN2A	T
3.57564149871258	CDKN2A	T
5.63652660094781	CDKN2A	T
0.176129719467607	CDKN2A	T
3.51982115754582	CDKN2A	T
3.69640674772753	CDKN2A	T
1.29393956252922	CDKN2A	T
4.18627868502015	CDKN2A	T
5.13876983442452	CDKN2A	T
3.01875700449472	CDKN2A	T
2.1928304523451	CDKN2A	T
2.30209820591548	CDKN2A	T
5.247678816943	CDKN2A	T
3.1861254145027	CDKN2A	T
4.2602959477171	CDKN2A	T
3.3549786171709	CDKN2A	T
1.75466947843953	CDKN2A	T
1.62963312470288	CDKN2A	T
2.73985220616741	CDKN2A	T
0.28878436756897	CDKN2A	T
4.24581127487963	CDKN2A	T
2.33033667260208	CDKN2A	T
2.081429281754	CDKN2A	T
0.578869655242835	CDKN2A	T
0.538875828974405	CDKN2A	T
0.0894964966201561	CDKN2A	T
2.75496508501068	CDKN2A	T
4.55586338537618	CDKN2A	T
0.30557975882768	CDKN2A	T
4.3471759355341	CDKN2A	T
4.68804156666272	CDKN2A	T
4.69564422890483	CDKN2A	T
6.08368950670501	CDKN2A	T
0.501920905747636	CDKN2A	T
4.64770995873409	CDKN2A	T
0.13871147173784	CDKN2A	T
5.69642427535571	CDKN2A	T
5.86101144952023	CDKN2A	T
5.03332432222711	CDKN2A	T
2.28543181230316	CDKN2A	T
2.04935509603161	CDKN2A	T
0.412988066553038	CDKN2A	T
2.2324667473064	CDKN2A	T
3.57567174935832	CDKN2A	T
2.82540363915681	CDKN2A	T
0.753959347707233	CDKN2A	T
2.70149560637494	CDKN2A	T
3.93617243282369	CDKN2A	T
0.143862789681239	CDKN2A	T
5.23994139408459	CDKN2A	T
0.572656490661555	CDKN2A	T
6.3026595759963	CDKN2A	T
2.22842283761745	CDKN2A	T
3.07797527138379	CDKN2A	T
0.119603177160766	CDKN2A	T
4.19489156532157	CDKN2A	T
4.66474336665412	CDKN2A	T
0.102702335265667	CDKN2A	T
3.16901212792717	CDKN2A	T
0.357819518812824	CDKN2A	T
4.63819434643201	CDKN2A	T
0.0212422104072154	CDKN2A	T
4.80020309758461	CDKN2A	T
0.25194251506603	CDKN2A	T
1.01939306281693	CDKN2A	T
0.416521341267746	CDKN2A	T
5.32002031254582	CDKN2A	T
1.0424482296089	CDKN2A	T
2.59424373608181	CDKN2A	T
0.176578094301317	CDKN2A	T
5.45685542076071	CDKN2A	T
5.13781702994156	CDKN2A	T
3.73620220655575	CDKN2A	T
0.432066583735575	CDKN2A	T
3.84974411399631	CDKN2A	T
2.33699541781782	CDKN2A	T
0.290848656611081	CDKN2A	T
2.79872886791189	CDKN2A	T
0.0723740310487337	CDKN2A	T
2.68104822356855	CDKN2A	T
0.177902233323438	CDKN2A	T
2.47004351830409	CDKN2A	T
0.221276621814534	CDKN2A	T
5.57920066824201	CDKN2A	T
1.60085917766213	CDKN2A	T
0.134748495036735	CDKN2A	T
0.160027066798265	CDKN2A	T
4.48749020819245	CDKN2A	T
6.04730782355485	CDKN2A	T
0.268271370007245	CDKN2A	T
1.41766243783937	CDKN2A	T
2.85559788465383	CDKN2A	T
3.7259483313918	CDKN2A	T
3.38184054393413	CDKN2A	T
2.20152910516136	CDKN2A	T
4.3423349965027	CDKN2A	T
0.0507115755889353	CDKN2A	T
0.0557518108028062	CDKN2A	T
2.42246715046536	CDKN2A	T
3.39706486331603	CDKN2A	T
1.30078970048102	CDKN2A	T
0.342740759225655	CDKN2A	T
0.246535294199768	CDKN2A	T
0.234158908103149	CDKN2A	T
2.93726848857371	CDKN2A	T
3.93140602545207	CDKN2A	T
5.10993259242284	CDKN2A	T
0.37655844629273	CDKN2A	T
5.37810268610636	CDKN2A	T
7.00453060539015	CDKN2A	T
0.223399441914958	CDKN2A	T
0.822447821096799	CDKN2A	T
0.0854689970277115	CDKN2A	T
1.0801118598616	CDKN2A	T
0.345013877079317	CDKN2A	T
0.143464865922405	CDKN2A	T
0.4665235502648	CDKN2A	T
2.2790745371011	CDKN2A	T
4.08355038329902	CDKN2A	T
6.06331202280931	CDKN2A	T
2.56299310203931	CDKN2A	T
4.4474013281301	CDKN2A	T
4.71473128060745	CDKN2A	T
5.9489346189867	CDKN2A	T
0.235548656962517	CDKN2A	T
4.57914816030718	CDKN2A	T
0.0779935520779332	CDKN2A	T
0.228837279982615	CDKN2A	T
3.43403608413091	CDKN2A	T
3.53660997144917	CDKN2A	T
3.97543575966097	CDKN2A	T
0.118433991935472	CDKN2A	T
0.052825731053388	CDKN2A	T
2.53489604183989	CDKN2A	T
2.44054802739551	CDKN2A	T
4.06498198174127	CDKN2A	T
0.118022849562638	CDKN2A	T
1.80156222307652	CDKN2A	T
0.5363812003754	CDKN2A	T
0.114192105066881	CDKN2A	T
0.185166652621165	CDKN2A	T
0.224062630877102	CDKN2A	T
6.35399137105627	CDKN2A	T
0.68179870827479	CDKN2A	T
1.63215232985657	CDKN2A	T
4.87731873938154	CDKN2A	T
0.222909761449509	CDKN2A	T
2.05934350894285	CDKN2A	T
0.310805431063173	CDKN2A	T
4.91594437332222	CDKN2A	T
0.663121058327611	CDKN2A	T
0.274725873415454	CDKN2A	T
4.89902574485875	CDKN2A	T
2.87300699275852	CDKN2A	T
0.523999866713411	CDKN2A	T
2.34727786217936	CDKN2A	T
2.9089506391601	CDKN2A	T
2.16887465779668	CDKN2A	T
5.24506662391333	CDKN2A	T
5.47102971797308	CDKN2A	T
0.629940621396093	CDKN2A	T
1.26747167686421	CDKN2A	T
2.68442356897953	CDKN2A	T
0.15808789514296	CDKN2A	T
0.0365249959808705	CDKN2A	T
2.89012893402026	CDKN2A	T
4.14355668413114	CDKN2A	T
3.94292168666838	CDKN2A	T
0.342465541385804	CDKN2A	T
3.34971401885685	CDKN2A	T
2.91171152064276	CDKN2A	T
1.73447378465738	CDKN2A	T
0.150024090364181	CDKN2A	T
0.0420263253842786	CDKN2A	T
1.87687523068592	CDKN2A	T
5.38737805137877	CDKN2A	T
0.238837108513872	CDKN2A	T
4.84745880118882	CDKN2A	T
5.45079819464612	CDKN2A	T
0.183987345210346	CDKN2A	T
3.56836415403197	CDKN2A	T
5.34089726863704	CDKN2A	T
1.4379387888733	CDKN2A	T
1.00001226285573	CDKN2A	T
5.48146719017946	CDKN2A	T
6.28664961065341	CDKN2A	T
0.169699795199821	CDKN2A	T
3.44846953139821	CDKN2A	T
4.83000274928602	CDKN2A	T
0.840410459975772	CDKN2A	T
0.317665275831211	CDKN2A	T
0.306601026181556	CDKN2A	T
1.60186573207067	CDKN2A	T
4.09279857156715	CDKN2A	T
4.52647388660502	CDKN2A	T
1.47845260018169	CDKN2A	T
0.26693486460379	CDKN2A	T
0.150798806204395	CDKN2A	T
0.075471403465066	CDKN2A	T
0.375760556894943	CDKN2A	T
1.59932493573521	CDKN2A	T
2.06611537405852	CDKN2A	T
4.35386243650074	CDKN2A	T
2.84810530498491	CDKN2A	T
0.391517315862901	CDKN2A	T
0.226992676206739	CDKN2A	T
5.72707037512509	CDKN2A	T
3.37342604842337	CDKN2A	T
0.269428187272443	CDKN2A	T
0.961555544103431	CDKN2A	T
5.05851911679937	CDKN2A	T
4.14855833681777	CDKN2A	T
2.64163896894742	CDKN2A	T
2.31072226783475	CDKN2A	T
0.357175644364271	CDKN2A	T
4.99984039303268	CDKN2A	T
0.129110780203309	CDKN2A	T
3.91191396024726	CDKN2A	T
5.59026936006206	CDKN2A	T
3.79394372888732	CDKN2A	T
4.37308508152818	CDKN2A	T
3.05753743779154	CDKN2A	T
0.238966573961929	CDKN2A	T
5.71968889768295	CDKN2A	T
3.60305182287339	CDKN2A	T
1.32799483812048	CDKN2A	T
6.78400005095996	CDKN2A	T
2.83745183479359	CDKN2A	T
0.0055927404825933	CDKN2A	T
0.701595186961673	CDKN2A	T
4.76066326964108	CDKN2A	T
3.84198519163852	CDKN2A	T
3.81489183114232	CDKN2A	T
2.96029021051429	CDKN2A	T
5.05404096681795	CDKN2A	T
3.64525319612967	CDKN2A	T
5.76229672033584	CDKN2A	T
2.75149992734354	CDKN2A	T
0.033133598282892	CDKN2A	T
2.7256257799062	CDKN2A	T
0.0953644174106903	CDKN2A	T
0.124040162863342	CDKN2A	T
0.241091129762893	CDKN2A	T
3.06601046453267	CDKN2A	T
0.333698735568167	CDKN2A	T
0.490685438758384	CDKN2A	T
0.155332552228276	CDKN2A	T
0.0425212828797663	CDKN2A	T
4.3149364715601	CDKN2A	T
2.17595949970517	CDKN2A	T
0.547235111714959	CDKN2A	T
0.210282372912355	CDKN2A	T
0.14489672151193	CDKN2A	T
0.335238212469971	CDKN2A	T
4.63680034314705	CDKN2A	T
7.52414126996628	CDKN2A	T
5.15696000876199	CDKN2A	T
0.329778962104181	CDKN2A	T
4.00864733486759	CDKN2A	T
0.657500438860868	CDKN2A	T
0.127164106365583	CDKN2A	T
2.40276309991423	CDKN2A	T
4.68081098740349	CDKN2A	T
0.31206648191738	CDKN2A	T
0.309420924182707	CDKN2A	T
0.517665029731733	CDKN2A	T
3.14555942650224	CDKN2A	T
0.546391431737639	CDKN2A	T
3.73253730526899	CDKN2A	T
1.85795910579538	CDKN2A	T
4.82627441275613	CDKN2A	T
2.40778073703752	CDKN2A	T
0.11656103770393	CDKN2A	T
0.214865488837467	CDKN2A	T
0.253976563199659	CDKN2A	T
0.179200694143747	CDKN2A	T
3.28254848492769	CDKN2A	T
3.83888925889443	CDKN2A	T
0.156681502939334	CDKN2A	T
0.065419459159119	CDKN2A	T
2.30806317139831	CDKN2A	T
5.71408942335854	CDKN2A	T
3.67389105424778	CDKN2A	T
5.14317869651549	CDKN2A	T
0.46733478705785	CDKN2A	T
3.06608970724396	CDKN2A	T
4.66855826723761	CDKN2A	T
4.52084399444521	CDKN2A	T
1.53913597601226	CDKN2A	T
3.43893486770675	CDKN2A	T
0.0940584215914732	CDKN2A	T
4.64706002931974	CDKN2A	T
2.828539379481	CDKN2A	T
3.51287664836738	CDKN2A	T
4.65789205470772	CDKN2A	T
0.360049686965783	CDKN2A	T
0.0944250201140486	CDKN2A	T
0.204824958000461	CDKN2A	T
0.0524591465296018	CDKN2A	T
4.74465195902423	CDKN2A	T
0.873962223224724	CDKN2A	T
2.40387031028392	CDKN2A	T
0.352557753899137	CDKN2A	T
2.65396434239838	CDKN2A	T
0.115534236040245	CDKN2A	T
0.354985469852888	CDKN2A	T
3.03805754744315	CDKN2A	T
0.728839131524691	CDKN2A	T
3.55303973223835	CDKN2A	T
0.275084307115953	CDKN2A	T
2.8339787620673	CDKN2A	T
0.84376850875789	CDKN2A	T
0.119856879640473	CDKN2A	T
5.24243482956672	CDKN2A	T
5.31621273335408	CDKN2A	T
2.14075379279688	CDKN2A	T
4.09334297809758	CDKN2A	T
3.06957620883717	CDKN2A	T
1.75478020440901	CDKN2A	T
2.43772870609156	CDKN2A	T
4.24358759198403	CDKN2A	T
3.66602710810506	CDKN2A	T
4.96123667495122	CDKN2A	T
5.50917484503084	CDKN2A	T
2.87721339754805	CDKN2A	T
4.36233872869367	CDKN2A	T
3.76747365555011	CDKN2A	T
1.68422448509404	CDKN2A	T
4.95036202779905	CDKN2A	T
1.76785985397229	CDKN2A	T
0.846502783462998	CDKN2A	T
1.80386680628537	CDKN2A	T
3.70022884730187	CDKN2A	T
2.95223235049273	CDKN2A	T
0.489145112100726	CDKN2A	T
3.29723676608378	CDKN2A	T
0.753261620141885	CDKN2A	T
4.36522779922293	CDKN2A	T
0.874369542291197	CDKN2A	T
4.67781715677932	CDKN2A	T
4.49455577670894	CDKN2A	T
0.261837674982465	CDKN2A	T
3.97163919398967	CDKN2A	T
3.71200251383883	CDKN2A	T
0.21794363472895	CDKN2A	T
4.83570987673745	CDKN2A	T
2.03859666728498	CDKN2A	T
3.05156560827087	CDKN2A	T
2.05208892042358	CDKN2A	T
0.431468600468348	CDKN2A	T
6.07722419591248	CDKN2A	T
0.0537714461025848	CDKN2A	T
2.58567717906698	CDKN2A	T
3.17960133531485	CDKN2A	T
0.721913585103552	CDKN2A	T
0.0188318511174998	CDKN2A	T
0.566522640766592	CDKN2A	T
4.6996049330794	CDKN2A	T
0.098172232817768	CDKN2A	T
4.91994878466877	CDKN2A	T
4.70754135573532	CDKN2A	T
2.15878844510463	CDKN2A	T
3.07657294740013	CDKN2A	T
3.42362240578067	CDKN2A	T
5.84050754633511	CDKN2A	T
0.127870337631385	CDKN2A	T
0.0385916809105357	CDKN2A	T
0.487439116262672	CDKN2A	T
0.998512897258721	CDKN2A	T
1.15112624552482	CDKN2A	T
4.99436384685611	CDKN2A	T
0.657943145088889	CDKN2A	T
3.39532745218363	CDKN2A	T
5.73836063675032	CDKN2A	T
0.173590684928213	CDKN2A	T
0.0144754887498659	CDKN2A	T
1.06053304384334	CDKN2A	T
3.15770975154319	CDKN2A	T
0.675632320176172	CDKN2A	T
0.366483591207627	CDKN2A	T
0.0531467116035337	CDKN2A	T
0.496191528030095	CDKN2A	T
2.26625493142569	CDKN2A	T
7.33275357649619	CDKN2A	T
4.87068972093316	CDKN2A	T
0.164940063039773	CDKN2A	T
4.90155334329799	CDKN2A	T
1.82798563611368	CDKN2A	T
2.73932881181559	CDKN2A	T
3.88028096545298	CDKN2A	T
5.06939111856758	CDKN2A	T
0.106062285068557	CDKN2A	T
0.13540283446823	CDKN2A	T
2.81576886818321	CDKN2A	T
0.344517772913404	CDKN2A	T
0.283793316369344	CDKN2A	T
4.74302802746978	CDKN2A	T
4.50829046159075	CDKN2A	T
0.278928110093318	CDKN2A	T
2.12396774712631	CDKN2A	T
0.349349310472828	CDKN2A	T
0.0483080953717156	CDKN2A	T
4.94461625881298	CDKN2A	T
2.56709636082618	CDKN2A	T
4.75630705665982	CDKN2A	T
5.29096177550522	CDKN2A	T
4.06934213527476	CDKN2A	T
0.350885873753083	CDKN2A	T
4.15647023812019	CDKN2A	T
2.07757184122208	CDKN2A	T
2.81157460491733	CDKN2A	T
0.165249642157612	CDKN2A	T
3.00915401163208	CDKN2A	T
0.973783543776143	CDKN2A	T
1.41441430077644	CDKN2A	T
2.83400951601586	CDKN2A	T
0.180570548352539	CDKN2A	T
0.643284168990808	CDKN2A	T
2.44420111028795	CDKN2A	T
0.0339380261748014	CDKN2A	T
3.7525687784461	CDKN2A	T
0.115718673289657	CDKN2A	T
4.32722674905841	CDKN2A	T
5.14120183332918	CDKN2A	T
5.67397413453036	CDKN2A	T
0.544742842535167	CDKN2A	T
3.86921701236098	CDKN2A	T
5.0137695255937	CDKN2A	T
2.55971523620459	CDKN2A	T
2.05877572948477	CDKN2A	T
0.0703416769482648	CDKN2A	T
5.29079815266155	CDKN2A	T
0.12364155323765	NTRK1	N
0.0582039713810985	NTRK1	N
0.236881978693236	NTRK1	N
0.0735212868742699	NTRK1	N
0.0511659399663783	NTRK1	N
0.0426153291418156	NTRK1	N
0.0167876535463543	NTRK1	N
0.0297262104067708	NTRK1	N
0.0487344014609973	NTRK1	N
0.0655861250050932	NTRK1	N
0.0496851012451224	NTRK1	N
0.09336612265724	NTRK1	N
0.00498233265630164	NTRK1	N
0.0103152977895655	NTRK1	N
0.0308257557911743	NTRK1	N
0.0393272447187009	NTRK1	N
0.433900592301364	NTRK1	N
0.068195175963205	NTRK1	N
0.0304324761389246	NTRK1	N
0.142182588198732	NTRK1	N
0.166064318063525	NTRK1	N
0.0987557611314138	NTRK1	N
0.0136263393044314	NTRK1	N
0.0530669633446405	NTRK1	N
0.0586377945847578	NTRK1	N
0.030804276125921	NTRK1	N
0.148906258779484	NTRK1	N
0.0442476530207655	NTRK1	N
0.0334624149870705	NTRK1	N
0.0226897617774651	NTRK1	N
0.0401537219339743	NTRK1	N
0.0185723348880984	NTRK1	N
0.0290250142327869	NTRK1	N
0.288612761269838	NTRK1	N
0.166250880209955	NTRK1	N
0.059476337080653	NTRK1	N
0.14495021883906	NTRK1	N
0.0677894073126043	NTRK1	N
0.04897180045588	NTRK1	N
0.0607459771000009	NTRK1	N
0.0322399418930093	NTRK1	N
0.00947303026540561	NTRK1	N
0.0162604060630385	NTRK1	N
0.169429783520022	NTRK1	N
0.476178010796302	NTRK1	T
0.391240908139156	NTRK1	T
0.277985699180715	NTRK1	T
0.168944790053058	NTRK1	T
0.504882926301321	NTRK1	T
0.101050876932041	NTRK1	T
0.440782040315133	NTRK1	T
0.245000887532745	NTRK1	T
0.0366906169824563	NTRK1	T
0.10646355628362	NTRK1	T
0.174489129822138	NTRK1	T
0.443562839556564	NTRK1	T
0.285828305855345	NTRK1	T
0.328316150203893	NTRK1	T
0.352854437912614	NTRK1	T
0.249427986164137	NTRK1	T
0.193757742091621	NTRK1	T
0.120774414281599	NTRK1	T
0.089011172642061	NTRK1	T
0.21160747059037	NTRK1	T
0.29593644534754	NTRK1	T
0.700319148188251	NTRK1	T
0.262019473628909	NTRK1	T
0.336327610789084	NTRK1	T
0.0776905068528377	NTRK1	T
0.265577197920786	NTRK1	T
0.160339896455961	NTRK1	T
0.199096628027022	NTRK1	T
0.205696410403724	NTRK1	T
0.21993077467137	NTRK1	T
0.17196141836237	NTRK1	T
0.241848601802928	NTRK1	T
0.140643212747858	NTRK1	T
0.097529922538582	NTRK1	T
0.0505968825766532	NTRK1	T
0.299053184627193	NTRK1	T
0.328883557805387	NTRK1	T
0.418257748970748	NTRK1	T
0.168532545739633	NTRK1	T
0.29905470900874	NTRK1	T
0.190377815264272	NTRK1	T
0.0985355912740587	NTRK1	T
0.207914460677947	NTRK1	T
0.1815056219295	NTRK1	T
0.134840383480783	NTRK1	T
0.0541992674818997	NTRK1	T
0.137613295550872	NTRK1	T
0.216509871209897	NTRK1	T
0.100594330912904	NTRK1	T
0.465353384445353	NTRK1	T
0.216401347073033	NTRK1	T
0.180714131964959	NTRK1	T
0.0471295742309603	NTRK1	T
0.171359801357307	NTRK1	T
0.0584078553016497	NTRK1	T
0.288475390658311	NTRK1	T
0.269949595224983	NTRK1	T
0.303561938663995	NTRK1	T
0.090384674841094	NTRK1	T
0.342888756702122	NTRK1	T
0.0792967956159003	NTRK1	T
0.154863011097515	NTRK1	T
0.332031548502493	NTRK1	T
1.98606027678561	NTRK1	T
0.0265030353918375	NTRK1	T
0.0951146366869457	NTRK1	T
0.112097056926484	NTRK1	T
0.0586069866756828	NTRK1	T
0.123800859361719	NTRK1	T
0.128674998154425	NTRK1	T
0.0597561028538074	NTRK1	T
0.205724432301861	NTRK1	T
0.255436558228572	NTRK1	T
0.215746925002531	NTRK1	T
0.208197471704851	NTRK1	T
0.144721732251525	NTRK1	T
0.11649692226552	NTRK1	T
0.0844411264467722	NTRK1	T
0.262177671545388	NTRK1	T
0.157617051309827	NTRK1	T
0.443808508578575	NTRK1	T
0.307557458478403	NTRK1	T
0.0657533781032508	NTRK1	T
0.174687259691541	NTRK1	T
0.121347653507692	NTRK1	T
0.0663761781226762	NTRK1	T
0.316008998451719	NTRK1	T
0.102268164716404	NTRK1	T
0.441810120603198	NTRK1	T
0	NTRK1	T
0.194093483696991	NTRK1	T
0.187225526220717	NTRK1	T
0.0483505781837399	NTRK1	T
0.24698930480413	NTRK1	T
0.260903535297261	NTRK1	T
0.0553896899245354	NTRK1	T
0.154121980994141	NTRK1	T
0.0610875065944149	NTRK1	T
0.282639188585889	NTRK1	T
0.120711268691418	NTRK1	T
0.0285599019459712	NTRK1	T
0.0237485596684135	NTRK1	T
0.068921085367942	NTRK1	T
0.410147972464154	NTRK1	T
0.0769570981902234	NTRK1	T
0.26374571955443	NTRK1	T
0.26408310433459	NTRK1	T
0.133731970608878	NTRK1	T
0.104694900258754	NTRK1	T
0.151974253682928	NTRK1	T
0.262100198839695	NTRK1	T
0.232386066061952	NTRK1	T
0.232522619800973	NTRK1	T
0.12692504307213	NTRK1	T
0.242195414918873	NTRK1	T
0.152432664068335	NTRK1	T
0.647491444725478	NTRK1	T
0.0677116344565752	NTRK1	T
